Handle,Design code (product.metafields.custom.design_code),Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Qty,Variant Compare At Price,Variant Price,Image Src,Image Position,Image Alt Text,Product Category,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Status,IGI certificate number (product.metafields.custom.igi_certificate_number),IGI certificate (product.metafields.custom.igi_certificate),Price Breakdown slt (product.metafields.custom.price_breakdown_slt),Discount savings (product.metafields.custom.discount_savings),Offer text (product.metafields.custom.offer_text),Metal color (product.metafields.custom.metal_color),Diamond pcs (product.metafields.custom.diamond_pcs),Stone pcs (product.metafields.custom.stone_pcs)
RG0000182,RG024284,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000182_2.jpg,2,Yellow Gold Geometric Diamond Band Ring,,,,,,,,,,,,,,,
RG0000182,RG024284,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000182_3.jpg,3,Yellow Gold Geometric Diamond Band Ring,,,,,,,,,,,,,,,
RG0000182,RG024284,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000182_4.png,4,Yellow Gold Geometric Diamond Band Ring,,,,,,,,,,,,,,,
RG0000182,RG024284,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000182_5.png,5,Yellow Gold Geometric Diamond Band Ring,,,,,,,,,,,,,,,
RG0000182,RG024284,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000182_6.png,6,Yellow Gold Geometric Diamond Band Ring,,,,,,,,,,,,,,,
PD00859,PD015829,Yellow Gold Pear Solitaire Horseshoe Pendant,"Good fortune meets fine jewellery in this captivating 14K yellow gold pendant. A brilliant pear-cut solitaire diamond sits at the heart of a pavé-lined horseshoe arc, all encircled within a smooth polished gold ring. Layers of light and sparkle create a stunning visual depth. A meaningful and beautiful gift for anniversaries, new beginnings, or milestone celebrations — present this luminous piece to someone you wish a lifetime of luck and love.",Cavora World Ecom,Pendant,"Pendant, 14KT Yellow Gold",TRUE,Title,Default Title,PD00859,0.913,1,47477,35069,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00859_1.png,1,Yellow Gold Pear Solitaire Horseshoe Pendant,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,35J6138625,https://api.igi.org/viewpdf.php?r=35J6138625,"{""subtotal"":{""net"":""₹34048.27"",""gross"":""₹46093.77""},""making"":{""net"":""₹0.00"",""gross"":""₹3195.50""},""grandtotal"":{""net"":""₹35069"",""gross"":""₹47477""},""metals"":[{""gross"":""₹7498.27"",""net"":""₹7498.27"",""wt"":""0.853 g"",""name"":""14KT Yellow Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹1021"",""diamonds"":[{""gross"":""₹14160.00"",""wt"":""0.120 ct"",""name"":""H-I/SI RD - 27 pcs"",""net"":""₹10620.00""},{""gross"":""₹21240.00"",""wt"":""0.180 ct"",""name"":""H-I/HI-SI RD - 1 pcs"",""net"":""₹15930.00""}]}",26.13%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT Yellow Gold,28 pcs,
PD00859,PD015829,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00859_2.jpg,2,Yellow Gold Pear Solitaire Horseshoe Pendant,,,,,,,,,,,,,,,
PD00859,PD015829,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00859_3.jpg,3,Yellow Gold Pear Solitaire Horseshoe Pendant,,,,,,,,,,,,,,,
PD00859,PD015829,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00859_4.png,4,Yellow Gold Pear Solitaire Horseshoe Pendant,,,,,,,,,,,,,,,
PD00859,PD015829,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00859_5.png,5,Yellow Gold Pear Solitaire Horseshoe Pendant,,,,,,,,,,,,,,,
PD00859,PD015829,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00859_6.png,6,Yellow Gold Pear Solitaire Horseshoe Pendant,,,,,,,,,,,,,,,
BR0000178,BR001908,Swirl Motif Diamond Link Bracelet Yellow Gold,"14K yellow gold bracelet with open oval links curling inward, each trailed with brilliant diamonds. The sculptural interplay of gold curves and diamond lines creates a dynamic, flowing silhouette. Commands attention at weddings, galas & intimate celebrations.",Cavora World Ecom,Bracelets,"Bracelets, 14KT Yellow Gold",TRUE,Title,Default Title,BR0000178,2.705,1,103375,77742,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/BR0000178_1.png,1,Swirl Motif Diamond Link Bracelet Yellow Gold,Apparel & Accessories > Jewelry > Bracelets,shopify,continue,manual,TRUE,TRUE,active,56J6543625,https://api.igi.org/viewpdf.php?r=56J6543625,"{""subtotal"":{""net"":""₹75478.16"",""gross"":""₹100363.66""},""making"":{""net"":""₹0.00"",""gross"":""₹7303.50""},""grandtotal"":{""net"":""₹77742"",""gross"":""₹103375""},""metals"":[{""gross"":""₹22732.16"",""net"":""₹22732.16"",""wt"":""2.586 g"",""name"":""14KT Yellow Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹2264"",""diamonds"":[{""gross"":""₹2478.00"",""wt"":""0.021 ct"",""name"":""H-I/SI RD - 5 pcs"",""net"":""₹1858.50""},{""gross"":""₹52982.00"",""wt"":""0.449 ct"",""name"":""H-I/HI-SI RD - 30 pcs"",""net"":""₹39736.50""},{""gross"":""₹14868.00"",""wt"":""0.126 ct"",""name"":""H-I/SI RD - 5 pcs"",""net"":""₹11151.00""}]}",24.80%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT Yellow Gold,40 pcs,
BR0000178,BR001908,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/BR0000178_2.jpg,2,Swirl Motif Diamond Link Bracelet Yellow Gold,,,,,,,,,,,,,,,
BR0000178,BR001908,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/BR0000178_3.jpg,3,Swirl Motif Diamond Link Bracelet Yellow Gold,,,,,,,,,,,,,,,
BR0000178,BR001908,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/BR0000178_4.jpg,4,Swirl Motif Diamond Link Bracelet Yellow Gold,,,,,,,,,,,,,,,
BR0000178,BR001908,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/BR0000178_5.png,5,Swirl Motif Diamond Link Bracelet Yellow Gold,,,,,,,,,,,,,,,
BR0000178,BR001908,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/BR0000178_6.png,6,Swirl Motif Diamond Link Bracelet Yellow Gold,,,,,,,,,,,,,,,
ER02349,AJER44029,925 Silver Round Diamond Halo Stud Earrings,"Simple, brilliant, and endlessly elegant — these 925 Silver round diamond halo stud earrings feature a large centre diamond nestled within a scalloped clover-shaped halo of pavé diamonds. The soft, rounded frame gives them a romantic yet modern feel. Easy to wear every day and beautiful enough for weddings and festive occasions. A thoughtful and premium gift for birthdays, anniversaries, and celebrations — a piece she will reach for again and again.",Cavora World Ecom,Earring,"Earring, 925 Silver",TRUE,Title,Default Title,ER02349,2.151,1,8218,1774,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02349_1.png,1,925 Silver Round Diamond Halo Stud Earrings,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,,,"{""subtotal"":{""net"":""₹1721.63"",""gross"":""₹7979.03""},""making"":{""net"":""₹0.00"",""gross"":""₹5807.70""},""grandtotal"":{""net"":""₹1774"",""gross"":""₹8218""},""metals"":[{""gross"":""₹372.53"",""net"":""₹372.53"",""wt"":""1.551 g"",""name"":""925 Silver"",""rate"":""₹240.19/g""}],""tax"":""₹52"",""diamonds"":[{""gross"":""₹172.80"",""wt"":""0.288 ct"",""name"":""CZ/CZ RD - 24 pcs"",""net"":""₹129.60""},{""gross"":""₹1626.00"",""wt"":""2.710 ct"",""name"":""CZ/CZ RD - 2 pcs"",""net"":""₹1219.50""}]}",78.41%,Flat 25% OFF on Diamonds + Zero Making Charges,925 Silver,26 pcs,
ER02349,AJER44029,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02349_2.jpg,2,925 Silver Round Diamond Halo Stud Earrings,,,,,,,,,,,,,,,
ER02349,AJER44029,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02349_3.jpg,3,925 Silver Round Diamond Halo Stud Earrings,,,,,,,,,,,,,,,
ER02349,AJER44029,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02349_4.png,4,925 Silver Round Diamond Halo Stud Earrings,,,,,,,,,,,,,,,
ER02349,AJER44029,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02349_5.png,5,925 Silver Round Diamond Halo Stud Earrings,,,,,,,,,,,,,,,
ER02349,AJER44029,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02349_6.png,6,925 Silver Round Diamond Halo Stud Earrings,,,,,,,,,,,,,,,
NK0294,SET00295-NK,Rose Gold Heart Diamond Cascade Necklace,"Romantic and captivating, this 18K rose gold necklace features a beautiful design with delicate heart-shaped frames, each cradling a brilliant diamond, connected in a graceful cascade with a central cluster forming an elegant drop motif. The warm rose gold tone enhances the romantic symbolism while the sparkling diamonds add timeless elegance. Perfect for expressing love and affection through meaningful jewelry.",Cavora World Ecom,Necklaces,"Necklaces, 18KT Rose Gold",TRUE,Title,Default Title,NK0294,9.851,1,180916,143191,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NK0294_1.jpg,1,Rose Gold Heart Diamond Cascade Necklace,,shopify,continue,manual,TRUE,TRUE,active,40J0242725,https://api.igi.org/viewpdf.php?r=40J0242725,"{""subtotal"":{""net"":""₹139019.70"",""gross"":""₹175647.40""},""making"":{""net"":""₹0.00"",""gross"":""₹26597.70""},""grandtotal"":{""net"":""₹143191"",""gross"":""₹180916""},""metals"":[{""gross"":""₹108929.70"",""net"":""₹108929.70"",""wt"":""9.783 g"",""name"":""18KT Rose Gold"",""rate"":""₹11134.59/g""}],""tax"":""₹4171"",""diamonds"":[{""gross"":""₹40120.00"",""wt"":""0.340 ct"",""name"":""H-I/SI RD - 70 pcs"",""net"":""₹30090.00""}]}",20.85%,Flat 25% OFF on Diamonds + Zero Making Charges,18KT Rose Gold,70 pcs,
NK0294,SET00295-NK,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NK0294_2.jpg,2,Rose Gold Heart Diamond Cascade Necklace,,,,,,,,,,,,,,,
NK0294,SET00295-NK,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NK0294_3.png,3,Rose Gold Heart Diamond Cascade Necklace,,,,,,,,,,,,,,,
NK0294,SET00295-NK,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NK0294_4.jpg,4,Rose Gold Heart Diamond Cascade Necklace,,,,,,,,,,,,,,,
NK0294,SET00295-NK,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NK0294_5.jpg,5,Rose Gold Heart Diamond Cascade Necklace,,,,,,,,,,,,,,,
NK0294,SET00295-NK,,,,,,,,,,,,,,https://cdn.shopify.com/videos/c/o/v/c07945c721a7473e9525248aea721883.mp4,6,Rose Gold Heart Diamond Cascade Necklace,,,,,,,,,,,,,,,
PD00200,PD015910,Yellow Gold Lucky Horseshoe Pavé Diamond Pendant,"Wear your luck close to your heart with this stunning horseshoe pendant in 14K yellow gold, fully lined with sparkling pavé diamonds from end to end. The horseshoe is a timeless symbol of good fortune and protection, making this piece both beautiful and meaningful. A wonderful gift for new beginnings, exam results, a new job, or any milestone moment when you want to wish someone all the best life has to offer.",Cavora World Ecom,Pendant,"Pendant, 14KT Yellow Gold",TRUE,Title,Default Title,PD00200,0.883,1,23151,16929,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00200_1.png,1,Yellow Gold Lucky Horseshoe Pavé Diamond Pendant,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,38J4619825,https://api.igi.org/viewpdf.php?r=38J4619825,"{""subtotal"":{""net"":""₹16436.17"",""gross"":""₹22476.67""},""making"":{""net"":""₹0.00"",""gross"":""₹3090.50""},""grandtotal"":{""net"":""₹16929"",""gross"":""₹23151""},""metals"":[{""gross"":""₹7586.17"",""net"":""₹7586.17"",""wt"":""0.863 g"",""name"":""14KT Yellow Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹493"",""diamonds"":[{""gross"":""₹11800.00"",""wt"":""0.100 ct"",""name"":""H-I/SI RD - 25 pcs"",""net"":""₹8850.00""}]}",26.88%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT Yellow Gold,25 pcs,
PD00200,PD015910,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00200_2.jpg,2,Yellow Gold Lucky Horseshoe Pavé Diamond Pendant,,,,,,,,,,,,,,,
PD00200,PD015910,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00200_3.jpg,3,Yellow Gold Lucky Horseshoe Pavé Diamond Pendant,,,,,,,,,,,,,,,
PD00200,PD015910,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00200_4.png,4,Yellow Gold Lucky Horseshoe Pavé Diamond Pendant,,,,,,,,,,,,,,,
PD00200,PD015910,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00200_5.png,5,Yellow Gold Lucky Horseshoe Pavé Diamond Pendant,,,,,,,,,,,,,,,
PD00200,PD015910,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00200_6.png,6,Yellow Gold Lucky Horseshoe Pavé Diamond Pendant,,,,,,,,,,,,,,,
NK0304,NK001865-A,White Yellow Gold Butterfly Diamond Pendant,"Celebrate life's beautiful moments with this graceful butterfly pendant in 18K white and yellow gold. The diamond-outlined wings shimmer with pavé brilliance, while a bold yellow gold floral centre adds a vibrant, joyful contrast. Light, elegant, and full of meaning — this pendant is a perfect anniversary gift, festival treasure, or everyday luxury for the modern Indian woman.",Cavora World Ecom,Necklaces,"Necklaces, 18KT Yellow Gold",TRUE,Title,Default Title,NK0304,1.408,1,48650,36586,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NK0304_1.jpg,1,White Yellow Gold Butterfly Diamond Pendant,,shopify,continue,manual,TRUE,TRUE,active,40J0220525,https://api.igi.org/viewpdf.php?r=40J0220525,"{""subtotal"":{""net"":""₹35520.31"",""gross"":""₹47233.31""},""making"":{""net"":""₹0.00"",""gross"":""₹4928.00""},""grandtotal"":{""net"":""₹36586"",""gross"":""₹48650""},""metals"":[{""gross"":""₹15165.31"",""net"":""₹15165.31"",""wt"":""1.362 g"",""name"":""18KT Yellow Gold"",""rate"":""₹11134.59/g""}],""tax"":""₹1066"",""diamonds"":[{""gross"":""₹27140.00"",""wt"":""0.230 ct"",""name"":""H-I/SI RD - 87 pcs"",""net"":""₹20355.00""}]}",24.80%,Flat 25% OFF on Diamonds + Zero Making Charges,18KT Yellow Gold,87 pcs,
NK0304,NK001865-A,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NK0304_2.jpg,2,White Yellow Gold Butterfly Diamond Pendant,,,,,,,,,,,,,,,
NK0304,NK001865-A,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NK0304_3.jpg,3,White Yellow Gold Butterfly Diamond Pendant,,,,,,,,,,,,,,,
NK0304,NK001865-A,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NK0304_4.jpg,4,White Yellow Gold Butterfly Diamond Pendant,,,,,,,,,,,,,,,
NK0304,NK001865-A,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NK0304_5.png,5,White Yellow Gold Butterfly Diamond Pendant,,,,,,,,,,,,,,,
NK0304,NK001865-A,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NK0304_6.png,6,White Yellow Gold Butterfly Diamond Pendant,,,,,,,,,,,,,,,
PD00234,PD015872,Yellow Gold Mermaid Ruby Heart Diamond Pendant,"Enchanting and playful, this 14K yellow gold pendant features an adorable mermaid character adorned with sparkling pavé diamonds, holding a vibrant heart-shaped ruby gemstone. The whimsical design captures imagination and joy, combining intricate craftsmanship with colorful elegance. The two-tone gold detailing adds depth and dimension. Perfect for gifting to someone who loves the ocean, fantasy, or unique jewelry with personality.",Cavora World Ecom,Pendant,"Pendant, 14KT Yellow Gold",TRUE,Title,Default Title,PD00234,1.439,1,30010,21784,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00234_1.jpg,1,Yellow Gold Mermaid Ruby Heart Diamond Pendant,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,40J0206525,https://api.igi.org/viewpdf.php?r=40J0206525,"{""subtotal"":{""net"":""₹21149.96"",""gross"":""₹29136.46""},""making"":{""net"":""₹0.00"",""gross"":""₹5036.50""},""grandtotal"":{""net"":""₹21784"",""gross"":""₹30010""},""metals"":[{""gross"":""₹12209.96"",""net"":""₹12209.96"",""wt"":""1.389 g"",""name"":""14KT Yellow Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹634"",""diamonds"":[{""gross"":""₹11800.00"",""wt"":""0.100 ct"",""name"":""H-I/SI RD - 26 pcs"",""net"":""₹8850.00""},{""gross"":""₹90.00"",""wt"":""0.150 ct"",""name"":""GEN/C MIX HEART - 1 pcs"",""net"":""₹90.00""}]}",27.41%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT Yellow Gold,26 pcs,1 pcs
PD00234,PD015872,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00234_2.jpg,2,Yellow Gold Mermaid Ruby Heart Diamond Pendant,,,,,,,,,,,,,,,
PD00234,PD015872,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00234_3.jpg,3,Yellow Gold Mermaid Ruby Heart Diamond Pendant,,,,,,,,,,,,,,,
PD00234,PD015872,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00234_4.jpg,4,Yellow Gold Mermaid Ruby Heart Diamond Pendant,,,,,,,,,,,,,,,
PD00234,PD015872,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00234_5.jpg,5,Yellow Gold Mermaid Ruby Heart Diamond Pendant,,,,,,,,,,,,,,,
PD00234,PD015872,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00234_6.png,6,Yellow Gold Mermaid Ruby Heart Diamond Pendant,,,,,,,,,,,,,,,
RG0001623,RG024147,Yellow Gold Three Diamond Men's Band Ring,"Classic, confident, and beautifully crafted — this 14K yellow gold men's band ring features three brilliant round diamonds set within a recessed channel in the polished shank, framed by subtle geometric grooves. The structured, masculine design exudes quiet luxury and everyday refinement. An ideal ring for weddings, engagements, and milestone anniversaries — a timeless gift for the man who believes true elegance is always understated.",Cavora World Ecom,Rings,"Rings, 14KT Yellow Gold",TRUE,Title,Default Title,RG0001623,2.841,1,54577,41359,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0001623_1.png,1,Yellow Gold Three Diamond Men's Band Ring,Apparel & Accessories > Jewelry > Rings,shopify,continue,manual,TRUE,TRUE,active,60J9369725,https://api.igi.org/viewpdf.php?r=60J9369725,"{""subtotal"":{""net"":""₹40153.56"",""gross"":""₹52986.76""},""making"":{""net"":""₹0.00"",""gross"":""₹7670.70""},""grandtotal"":{""net"":""₹41359"",""gross"":""₹54577""},""metals"":[{""gross"":""₹24666.06"",""net"":""₹24666.06"",""wt"":""2.806 g"",""name"":""14KT Yellow Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹1205"",""diamonds"":[{""gross"":""₹20650.00"",""wt"":""0.175 ct"",""name"":""H-I/SI RD - 4 pcs"",""net"":""₹15487.50""}]}",24.22%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT Yellow Gold,4 pcs,
RG0001623,RG024147,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0001623_2.jpg,2,Yellow Gold Three Diamond Men's Band Ring,,,,,,,,,,,,,,,
RG0001623,RG024147,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0001623_3.jpg,3,Yellow Gold Three Diamond Men's Band Ring,,,,,,,,,,,,,,,
RG0001623,RG024147,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0001623_4.png,4,Yellow Gold Three Diamond Men's Band Ring,,,,,,,,,,,,,,,
RG0001623,RG024147,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0001623_5.png,5,Yellow Gold Three Diamond Men's Band Ring,,,,,,,,,,,,,,,
RG0001623,RG024147,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0001623_6.png,6,Yellow Gold Three Diamond Men's Band Ring,,,,,,,,,,,,,,,
RG0000172,RG024292,Sculpted Wave Diamond Band Ring 14K Yellow Gold,"Refined and masculine, this 14K yellow gold band ring features a bold sculpted wave motif at the centre, flanked by two rows of channel-set round diamonds that wrap the entire band. The polished gold waves create a dynamic, three-dimensional look. Perfect for daily wear, as a wedding band, or as a meaningful anniversary gift. A strong yet elegant ring for the modern man who appreciates fine craftsmanship.",Cavora World Ecom,Rings,"Rings, 14KT Yellow Gold",TRUE,Title,Default Title,RG0000172,3.921,1,63645,48366,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000172_1.png,1,Sculpted Wave Diamond Band Ring 14K Yellow Gold,Apparel & Accessories > Jewelry > Rings,shopify,continue,manual,TRUE,TRUE,active,40J0203425,https://api.igi.org/viewpdf.php?r=40J0203425,"{""subtotal"":{""net"":""₹46956.51"",""gross"":""₹61791.21""},""making"":{""net"":""₹0.00"",""gross"":""₹10586.70""},""grandtotal"":{""net"":""₹48366"",""gross"":""₹63645""},""metals"":[{""gross"":""₹34212.51"",""net"":""₹34212.51"",""wt"":""3.892 g"",""name"":""14KT Yellow Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹1409"",""diamonds"":[{""gross"":""₹16992.00"",""wt"":""0.144 ct"",""name"":""H-I/SI RD - 36 pcs"",""net"":""₹12744.00""}]}",24.01%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT Yellow Gold,36 pcs,
RG0000172,RG024292,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000172_2.jpg,2,Sculpted Wave Diamond Band Ring 14K Yellow Gold,,,,,,,,,,,,,,,
RG0000172,RG024292,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000172_3.jpg,3,Sculpted Wave Diamond Band Ring 14K Yellow Gold,,,,,,,,,,,,,,,
RG0000172,RG024292,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000172_4.png,4,Sculpted Wave Diamond Band Ring 14K Yellow Gold,,,,,,,,,,,,,,,
RG0000172,RG024292,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000172_5.png,5,Sculpted Wave Diamond Band Ring 14K Yellow Gold,,,,,,,,,,,,,,,
RG0000172,RG024292,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000172_6.png,6,Sculpted Wave Diamond Band Ring 14K Yellow Gold,,,,,,,,,,,,,,,
ER01955,AJER44029,925 Silver Round Diamond Halo Stud Earrings,"Simple, brilliant, and endlessly elegant — these 925 Silver round diamond halo stud earrings feature a large centre diamond nestled within a scalloped clover-shaped halo of pavé diamonds. The soft, rounded frame gives them a romantic yet modern feel. Easy to wear every day and beautiful enough for weddings and festive occasions. A thoughtful and premium gift for birthdays, anniversaries, and celebrations.",Cavora World Ecom,Earring,"Earring, 925 Silver",TRUE,Title,Default Title,ER01955,2.179,1,8303,1780,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER01955_1.png,1,925 Silver Round Diamond Halo Stud Earrings,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,,,"{""subtotal"":{""net"":""₹1728.36"",""gross"":""₹8061.36""},""making"":{""net"":""₹0.00"",""gross"":""₹5883.30""},""grandtotal"":{""net"":""₹1780"",""gross"":""₹8303""},""metals"":[{""gross"":""₹379.26"",""net"":""₹379.26"",""wt"":""1.579 g"",""name"":""925 Silver"",""rate"":""₹240.19/g""}],""tax"":""₹52"",""diamonds"":[{""gross"":""₹172.80"",""wt"":""0.288 ct"",""name"":""CZ/CZ RD - 24 pcs"",""net"":""₹129.60""},{""gross"":""₹1626.00"",""wt"":""2.710 ct"",""name"":""CZ/CZ RD - 2 pcs"",""net"":""₹1219.50""}]}",78.56%,Flat 25% OFF on Diamonds + Zero Making Charges,925 Silver,26 pcs,
ER01955,AJER44029,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER01955_2.jpg,2,925 Silver Round Diamond Halo Stud Earrings,,,,,,,,,,,,,,,
ER01955,AJER44029,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER01955_3.jpg,3,925 Silver Round Diamond Halo Stud Earrings,,,,,,,,,,,,,,,
ER01955,AJER44029,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER01955_4.png,4,925 Silver Round Diamond Halo Stud Earrings,,,,,,,,,,,,,,,
ER01955,AJER44029,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER01955_5.png,5,925 Silver Round Diamond Halo Stud Earrings,,,,,,,,,,,,,,,
ER01955,AJER44029,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER01955_6.png,6,925 Silver Round Diamond Halo Stud Earrings,,,,,,,,,,,,,,,
